can,vaca,mono,porco,leon,galo,burro,cabra,elefante,paxaro,gato,cabalo,corvo,golfiño,lobo,mosca,oso,pato
xardin,arroio,mar,aplausos,lume,trono,vento,coches
campa,telefono,chifre,bateria,cencerro,trompeta,martelo,guitarra
